35		33		5			looper pedal list things day long long time || waited long || glad finally || fantastic || heres || ease || thought slowly working way long manual || slowly figuring pedal || contrary || box || plugged || recording loops matter minutes || instructions || clear || walk steps || manual wins clarity great manual || deeper options quickly figure wanted || user interface || pedal || knobs buttons || makes happy || well laid easy settings || youve running || strongly recommend setting set rhythm loop tapping pedal || work thing logical simple || features || built drum beats simple sound better metronome mood jam loops || beat guide track || recorded loop || fourth || plays nice computers || usb port connect computer standard cable included copy loops free downloadable loop software || make basic adjustments organize || adapter || run batteries || happy box || || add card included expand memory substantially || specifics experience || experience pure jamming joy || hear song head || quickly basic concept captured loop || plug electric guitar mic input || capture || price wonderful piece gear || regret bought sooner || fun ||
36		34		5			needed footswitch variety applications include acoustic amp || guitar amps || gear || built tank completely || well || roland ||
37		35		5			perfect fit || handle || strap nice sized pocket store picks || capos || straps strings || great uke point safely || recommend ||
38		36		2			technology fine attachment instrument friendly || snark rotates position || intellitouch ends upside || works fine inconvenient ||
39		37		5			nice grip || sound articulate || durable || nice || hundreds picks favorite || bought gauges || years ||
40		38		5			received item promised || fits great yamaha acoustic electric || carry care || remember acoustics hollow body bust dropped || great pockets ||
41		39		5			put acc amazed || never owned ocd || neighbors pleased || pedal price point || guitar || crisp bass || treble hair || gain setting || flip low high micro switch hold balls || nasty blues covered ||
42		40		5			snap strap quick release system send strap button ukes sand guitars || serviceable || easy || sturdy ||
43		41		5			happier || catch ambient sounds || love tuner || eat battery power || tuned || bit better snark || love snark || snark ||
44		42		3			owned multieffect pedals past || digitech || || thing common layers menus click make changes adjustments || pain || knobs || lot research || torn || decided cheap || decision || plenty features || good compromise menus knobs || recommend reviewing manual day orientation || sum device quickly || capable sound effect || work || multieffect pedals || selection factory || save trouble programming || || identical factory presets || difference || modified user || left || factory presets || || experiment setups worrying losing factory || reset entire device || lose modifications || addition tones effects unit offer || additional features useful pretty machine looper || looper bought pedal || easy || || digitech made looper || seconds || fyi || cannot drummer looper time || biggie || good || disappointed unit || pretty simple || older guy || playing approximately years || played kind music || appreciated broader selection presets || slight || presets sort distortion || guys || customers years old || expect professional piece equipment offer variety professional choices || working presets || back programming menus || || solid piece equipment || tone presets choose || honesty || aware || unit || good design quality ||
45		43		4			reason bought pedal || space || setting || essentially organ || octave effect || shortest time slightly tracking || crowded chords || sound || controls delay time dry wet signals || decay controls length || tone controls color reverb || mix controls level wet dry basically cut dry signal desired || trails feature hold reverb sound switch || mix set max wet signal || sound enable pedal || havent effectively || leave trails || dual ins outs useful plugging instrument || classic reverb sounds spring || plate || room || chamber arent distinct || hall setting bit || nice shift note note || removing excess reverb latest played || bit timbre reverb sounds || echo setting acts short regular digital delay || blue led bright || behringer pedals || cover sticker || shows || foot switch digital || preserve state || best || click || buffered bypass || effect continue draw power battery cable plugged || offthe battery difficult press sides switch || lift || almost pedals weight bottom metal plate || removed || makes pedal almost weight ||
46		44		5			ordered pack entire box || way picks great although suggest jazz picks ||
47		45		5			user jazz iii picks max grip max grip jazz iii carbon fiber guitar picks pack difficulty picks sections required lots strumming || recommended picks users gave shot || notes pick slightly bigger jazz iiis linked || lot || tip almost size || top grip area slightly bigger || picks significantly smaller average size pick || rubber grip area joy hold || comfortable || stable || lots grip || dava picks varying thickness || control picks || meaning depending grip pick rigid || picture horizontal lines middle pick || reference pick lowest line tip leads pull back flexible strumming || time pretty nice theory || pick || rigid jazz iiis fast work wishing holding jazz iii || dava jazz colors red delrin material || yellow nylon material || orange gel || materials produce || opinion || gel harder || hope review helped ||
48		46		5			old beginner ukulele sitting closet years || nicer decided lend playing fix beginner uke || strings realized dull dry fret board || product fast || beautiful || satisfied worked ||
49		47		4			nice strap money || ordered black brown ||
50		48		5			tune guitars || ukuleles || || piano tuners || korg korg korg || pair korg tuner clip difference huge || longer worry background clip headstock tunes well || piano || clip part picks tuner || works well clipon tuners guitars ukuleles nowadays || chromatic tuners directly clip intelli series || make work better || slightly exaggerated ambient noise picked tuners microphone || give accessory high marks || highly recommend ||
51		49		5			son cleaning guitars opening gift christmas morning || pleased product ||
52		50		3			greatest product make works quickly makes string spread needed easily ||
53		51		5			house bass player || acoustic guitar player || sax player || counting attempt play mandolin harmonica || fail diverse instruments require tuners tuners history || set music family room mounted music stand tune practice || sax player tuners finds reference notes metronome function built beauty || buy cml clip contact microphone tune instrument playing ||
54		52		5			monitor || great price || days || units bright blue ish color led power || latest mellow amber color led || noticed color leds || comparing units || type feel impact shell || weight sound || full band acoustic || great vocals guitar || stated bass response speaker expect || mine dropped || wet || hot never missed beat ||
55		53		4			strings nice || great tone || decent longevity || trademark ernie ball feel || reviewers stated strings silky feel comparing coated strings find case || feel pretty guitar string || albeit stainless strings || money option || move exclusively || roughly times price good great nickel strings || good justify massive price premium || string inside protective sleeve || made restringing easier feature absolutely expect premium string ||
56		54		5			beringer mixer lowest costing best performing mixer price market || works fantastic happy ||
57		4		5			tuner years || decided upgrade || alot good reviews fairly cheap || tunes better tuner || worth penny ||
58		55		5			screws shiny chrome || worked perfectly pearl pickguard black fender strat body || good quality screws ||
59		56		5			beginner play guitar time play strumming church praise team || play faster songs || thick gauge picks easy lose || play thin gauge picks || make guitar sound brighter || pick gray played friday worship || made sound desired wouldnt fly hand fast praise songs ||
60		57		4			sweet guitar strap || similar blue fire || durable straps fall guitar play || bit stiff side kinda uncomfortable times expected || blue fire strap dunlop comfortable awhile || better || uncomfortable || awesome strap recommend guitar ||
61		58		5			good cords decent length || angle tight pedal box || order longer cord wah pedal set pedal board || works well ||
62		59		5			bought version cables || served well || quality || great price ||
63		60		5			strap kicks butt tall big guy hard find longer straps cheap baby long max long never happened lbs tall buy waste time planet wave junk short leather ends thin weeks hard usage ||
64		61		1			bought bridge rubber mute || bought cheap good reviews || mute fits bridge fine || compared brass mute works well mute absolutely || almost discernible difference playing violin mute || mute affect playing notes produce noises || mute practicing quietly || suggest buy || item work total waste money || mute regular acoustic violin well electric violin bought amazon fyi || cheap electric violin awesome fun item || make original peg drops violin bridge || consider mute completely useless || mute lower volume violin noticeable way ||
65		62		3			decent starters ukulele || matter color || flaws || tuners feel cheap || functional || better friction tuners toy ukuleles || body paint good quality scratches ease || paint fretboard easily fingers || string action low || making perfect fast strum patterns || soprano ukulele || higher pitched sound sustain || authentic sound || tiny sound low sustain make playing instruments problematic || unless microphone || worst aspect ukulele strings || takes forever stretch break || means tune ukulele virtually song || beginning ukulele players remember chromatic tuner || chords fret || sound distorted reason || replacing included strings aquila strings makes ukulele better || added cost puts price range consider true starters ukulele || lanikai || included gig bag almost useless || absolutely padding tight || conclusion || low price distinctive high pitch sound make shortcomings || recommend ukulele || starter || problems fret chords train ear wrong way || recommend backup ukulele || fear damaging losing || money || better ||
66		63		5			initially wary cost low compared pedals set plugged amazed || missing years ||
67		64		3			named || gator grip || expected good gripping surface || case || entire material holding surface material || werent large expected || usable decent picks ||
68		65		5			arrived time || strap well made suspect time || basic fancy || job || comfortable price || pro straps replaced old straps date back way years || pick pocket neat idea || forget ||
69		66		5			foot rest good || sturdy || adjustable || great price || made playing easier ||
70		67		4			sound || adjustability || read numbers dials ears ringing turning dial wrong way || find unit surprisingly sturdy feels solid || care disturbing || handy portable solution traveling || rumble bit big || made match good bass headphones reviewers ||
71		1		5			never ernie ball strings || produce bright clear sound string price range best way || playing decade || stay tune forever warm sound characteristic nickle strings || buy guitar change factory strings shocked better instrument sounds ||
72		68		5			picks work well pictured || shade pink close picture || recommend ||
73		69		4			xmas || thanks amazon || best purchased || suction design great size string instruments || uke || small guitars || acoustic guitars || thanks previous tip moisture suction surface guitar bridge || stays great pickups perfectly unwanted noise pickup wire recently bought || great quality spent ||
74		70		5			mic cable haha || great cable price || sounds good || durable || monster cable || considering price || complain ||
75		71		5			item travelling work well || pleased purchased great product ||
76		56		5			pick amount flexibility thinner picks || dunlop nylon standard choice mountain dulcimer playing || people || credit cards || coffee picks || consistency dunlop pick || price ||
77		72		5			wonderful put batteries started reading directions easy ||
78		73		5			holy || guys amp || plugged turned sound || batteries purchase || decided || fired electric kazoo plugged lift || rocking || acousticelectric ukulele sounds beautiful || volume low door open || cleanish tone || havent cranked dirty blues sound itll sound awesome ||
79		74		5			treatment || soak hours || made fingerboard great play fast || long way ||
56		75		5			evans pedal patch work great || mass drum head nasty || cheap buy works excellent ||
80		76		4			unit packed great effects || impressed || entrylevel pedal || pedal control ||
81		77		4			nanoweb polyweb idea difference elixirs consistently years martin jumbo cutaway || periodically brands compete || extended life coated string released || happily elixir set offered cheaper option worked well || fact || daddario exps heard tone begin days string || point close challenging quality mighty purple box || sound day crisp beautiful expected || elixirs kill competition || hours play show strength || hear fresh || bright tones set dead zone || fact || typically start breaking begin sound dull || play constantly || allowing skin oils eat strings bridge || tone lasts || longer stated box stretch question double life cost alternatives || occasional player music shop owner || nobrainer || coating extremely effective effects time || everyday || aggressive player simply better tone longer life || point criticism packaging issue || manufacturer utilize paper envelopes allow strings || seriously || missing || shred plastic sealed strings || || strings fresh thank daddario || ill never leave electric strings || happily buy elixirs bulk faith || complaints snapping || happening set sitting || buy places move lot units amazon ||
82		78		4			sounds decent stays tune || price violin ||
83		79		4			means touring cases || theyre made || good thing hate pay case cost half guitar cost tour || great job protecting guitars arent stand || dozen guitars theyre gonna played anytime put substantial gig bag || nicely purpose || capable taking instrument gig || wouldnt put pricey guitar case shipping handling || recommend || aware limitations ||
84		80		5			nice fender bass locks || completely changed bass || details ||
85		81		5			unit set linux digital audio workstation || works box recent install linux mint prefer || realtime full advantage device || interface realtime audacity records khz || mark sophisticated controls realtime enabled || settings best manage realtime period sample rate periods buffer latency inch patch cord run consistent || latency bad imho || realtime expect settings || computer bridge || || microphones sound quality high || preamps deliver noise usual conditions || simple mic recordings band practices sound outstanding || higher gain recordings weird ambient sounds received noise device hear house || found setting jack work well processing live guitar effects || best setting sample rate lists latency measuring || included effects work computer hard realtime ||
86		82		3			read reviews bought pairs based reviews || put gibson les paul night played hours || hammer strings || played easy || || hanging guitar wall || quick strings || shocked high strings || never expected wear hours light playing || strings sounded great || time stretched hold tune || worn || guess heavier strings changing strings days || perform expected || giving stars generous || sets || damn || light gauge thought mediums hold || lasted hours || fender bullets lasted weeks || fender gibson sound || search perfect set strings || open suggestions ||
87		83		5			gift friend beatles fan || bought types ||
88		84		5			never seller site purpose || sat chose strap locks || fit perfectly strat || || || easy || time delivery || hassle quality service || seller worth supporting || thanks ||
89		44		5			pluck guitar bass strings decently || set cover applications || good choice ||
90		85		5			ordered custom strat bass custom strat strings || recommend || bullet style makes easier install || mean professional ||
91		86		5			started suggestion friend couple years ago || sound great hold tone long time || jam friends couple times week strings hold long time ||
92		87		5			purchased hang guitars home || guitar shop assumed sufficient home || acoustic electric guitars || designed hang guitar wall avoid back || hooks stretched fit headstock guitar || attractive || wellmade ||
93		88		5			rosin || rosin better cheapo kind feel worth extra money ||
94		89		4			lighter || fast easy set bulky strong sturdy support heavy || speakers || material paint quality greatest price good long worth money gigging times week ||
95		90		3			although capo marked correct mandolin || works correctly fret mandolin || lower fretboard capo pressure work fret position mandolin || mandolin fairly low action || number kyser capos style kyser guitar capos guitars taylor string fender american strat problems || case banjo capo work || capo defective || although decades experience stringed instruments broken || task || feedback capo work chance || time stage seconds set fussy capo make holding hope start buzz middle song || brand talking bluegrass guys better luck style mandolin capo ||
96		91		5			best deal recording beginners || mic handle vocal || guitar || drum || instruments || flat natural sounding || aware plastic shock mount || metal || usable ||
97		92		5			christmas gift husband || cool easy rest guitar || weekly jam musicians considering buying ||
98		93		4			guitar || years || wife bought local center recommendation teachers || taught play || good instrument good beginner piece || nice full sound steel fingers make acceptable sounds || tone rich simple chords sounding great || fit finish piece amazing price || great rough unfinished areas || frets smooth finished fingerboard feels good || tuning breeze hold tune well || tweak practice session needed || never tune playing || better true beauty guitar starts shine || amazingly playable || simple serious chord jams instrument handles || real reason stars stock strings arent best imho beginner || pretty heavy strings stock produce nice deep rich sound || break || fingers || invest lighter set switch pretty early || minor quibble bridge bit light duty tendency string slap lower strings || great deal beginner advanced players extra guitar jam feel dragging expensive units playing campfire || outdoors beginner starting great route guitar continue give great sounds ||
99		94		4			guitar couple humidipaks live || frills bag || job ||
100		95		5			work fine replacement mounting screws singlecoil pickups mounted pickguard || thick fit standard holes humbucker drilling couldnt fix || youre inclined ||
74		82		5			daddario planet waves product || great quality great tone || almost brand stings || back daddario ||
101		96		5			hybrid tube amp solid state hear work tube solid state amplifiers || amplifier warm overdriven sound || pedal boost guitar sound solos guitar parts || pedal preamp settings || hot || turbo || great solos warm blues rock rhythm guitar || nice thing responds well soft hard pluck strings || set turbo setting pick fingers clean nicely || pluck hard make smooth distorted sound || metal sound || recommend metal zone || boss metal zone overdrive distortion pedal ||
102		97		3			purchased love playing guitar || blues style classic rock || watt amp job || expected high quality amp means || months playing bass knob blew || bass control || arrived pretty fast issues dings packaging || mess knobs tone || half hour amp settings || amp rated watts || technically upgrade speaker watt ohm || recommend upgrading speaker celestion jensen || recommend || buy decent tone || practice amp ||
103		98		4			stand works fine shock mount || base wide heavy secure mic well vibrations || ran trouble mount mic shock mount || low height mic left clearance mic desktop || upgrade someday stand shock mounted mic || youre better buying slightly stage adjustable desk microphone stand || black || btw || copy stand inch male thread ||
104		99		5			bough amp year old son learning guitar christmas present || thought love fender guitars mini squier fender family || seriously expected cheap imitation line spider fender logo || faith fender || blown sounds amp || amp models real interesting sounding modeling tool || amps sound digital processed || sound overdriven crank gain || swear tubes thing listen || bassman || twin reverb deluxe || sound full strong || biggest compliment mustang modeling amp great sounding vintage tones || line tons metal stuff || lot weird niche tones || vox never made great modeling stuff || digitech sounds super processed vintage tones terrible || play blues || rock || classic rock || country || funk || amp || metal heavy sounds choices modern metal || better line stuff || great thing amp easy tweak tones amp controls || controls || edit sound || dive levels deep lcd screen order make great sounding tweaks || deep || youll love fender fuse software || easy countless user tones shape sound || fact fender included fuse amp || ableton recording software pretty user friendly fully usable pay upgrade || cake || father practice night amp quiet sound amazing || added features headphone jack aux || play || selling nice tube amp mustang amp || feel missing features sound || amp amazing || people shell line modeler || vintage tones sound close good fender tones ||
105		100		5			planet waves cables || well made || molded ends prevent shorts || excellent || highly recommend ||
106		101		5			loud electric guitar amp || bass player || shocked loud guitar || raise volume house || switch acoustic bass mode || volume dramatically || great amp guitar players play bass occasionally || excellent top quality features || beautiful sound modes || acoustic setting made cheap electric guitar sound actual acoustic || amp top notch || awesome price || edit played bass amp turning dials settings || impressed || reasons volume bass lower default gain || brought pre post gain reasonable level boom || huge sound || play piece dance band bring hartke group || experimenting || hesitate peavey rehearsals performances band || fact amp || sound clean wattage ||
107		23		5			high quality picks || medium personal choice disappoint || buy brand ||
108		102		4			bought strap thought pattern awesome || comfort || never wear couple hours time || design man || planet waves ||
100		82		5			daddario strings usual strings || ghs ernie ball strings || surprise daddario strings nice || years ghs ernie ball strings tough make full time change daddario strings ||
109		103		5			expecting soso mike price || boy surprised || mike great || thing notice fed mixer low impedance filters thing buzzing || works great ||
110		104		5			musician decades owned number tuners technology || primary instrument electric bass || finest piece equipment purchased || helped solve tuning players apparently face knowing || ill explain || details tuner || construction extremely solid || heft stability || place surface top amp || floor || knee || stays || large backlit display easy read lighting conditions || guessing || || extremely sensitive accurate || brings explanation tuning || issue inexpensive tuners properly identify setting string intonation octave fret || tuners boss || korg || past years string tune || open string octave || simultaneously plucking note string || note high string ear werent tune || werent matching || meant inexpensive tuner || began strobe tuner || showed proper accuracy ear || setting intonation strobe tuner bass performs range length neck || guess way accurate || versus house || money || feel good turn purchasing strobe tuner || satisfied || inexpensive tuners guitar case built microphone accoustic guitar player jamming || strobe tuner cable input || mic || runs battery connectors power supply sold separately || complaint device battery connector || typical type plugs top battery wires leading internals || hate rule || prefer solid contact points compartment simply insert battery || inserting battery type || aaa ||
111		105		5			added extension system || nice quality range easily adjustable stops provided excellent ability short tall speakers ||
112		106		5			picks || versatile pack || multitude types thickness || variety picks wanting test types picks ||
113		107		2			expected cheap price || products quality line price || fit ukuleles fretboard tight || making hard put remove ||
114		7		4			month || absolutely problems || good || good || angled end good fit || price good ||
115		108		1			stores test || || || || ended buying || differences ears || || good quality toy || line || mic || || good music || good || ext mic || happy || high background hiss noise relative || || slightly better || quieter noise level || mic || ext mic line decent costs dollars || semi record music || testing mics || better || || means || tests involved checking sound quality bit recordings || output zoom recorder input || comparing resulting cds || zoom print || recorded printed || sound better buy recorder attempt price level || semi serious master recorder || budget || test || cheap way || curious || idea wanting connect units zoom || wanting computer software || taking outputs clean mixer analog sum box || channels || mastering digital recorder || hoping tascam trick || tests || thanks || ||
103		109		3			main complaint tuner approximately accurate || occasionally fails register || putting slightly positions head guitars || contact || snark against tuners || snark fails show notes flat shows false sharp readings || tuners agree sound ear || people tuner || side convenience ease results read || unfortunately copy nail pitch ||
116		110		5			product || great quality useful ways || specially looping create options soloing || record seconds end unless stop || great tool experimenting solos || connected loop mustang fender || works perfect stereo mode || reverse mode rocks || allows great delay || simply best pedal versatile || play rock works champ || love ||
117		13		5			needed stand home studio thought cutting corners purchased || turns || stand practically orchestra stand construction material quality || stand sells price time review || stand adjustable sitting standing musicians || stable || mechanism holds lot weight losing adjustments || fact || attached universal tablet hold ipad sufficient room left page copy real book volume holds rock steady || feature legs configured tripod varying angles || useful outdoors light knock lighter stands || set legs flush maximum stability space stands footprint problems || bottom line professional grade stand student stand price || pleased stand model purchase ||
118		111		5			product review || spot boss daisy chain coming great tuner way || starting build pedal board figured better start dollar power source spend hundred fuel tank || future || great adapter pedals || decent quality || ten bucks || beat ||
119		112		5			good bit recording years || microphone low noise || low distortion adjustable variable pattern || listened recorded mic compared high priced options || mic outstanding || sound mic simply || records presented naturally great detail || hype brightness || cad keeping price low great mic drum mixing price point expensive functional competition ||
120		113		5			well built || plastic cheaply constructed pedals || good selection tones voicing knobs lot effect sound || simple || great variety || layout controls well || bad point location adapter input side || prefer top end pedals || change || loyal joyo pedal user || theyve great product price point ||
121		114		5			kids excited split pack picks || pack || argue pick || unique nice way playing || make great gift played guitar ||
122		81		5			write record music || upgraded computer windows wouldnt support maudio fast track pro upgrade || focusrite scarlett worked box || replaced stock cable monster cable recordings sound great || easy || plug microphone guitar || set levels || start rocking ||
123		115		5			gem worth weight gold || easy tune || seemingly times battery strong || automatic helps ||
124		116		5			singing playing bend pick pick dropped || loved holder || small fit pocket stage throw mic stand || loved forgot gig || side small || easy lose || awesome ||
125		117		5			highly recommend planet waves cables || guitars mics || awesome sound great durability reliability warranty life || wrong ||
126		118		5			picked couple straps || les paul bass || whos played les knows wide comfortable strap musthave || fits bill || thick || small cut large youre worried guitar slipping || cotton strap pliable comfortable || scratch plastic straps grab shirt badly || complain || good strap good price ||
127		119		2			start sizing || fits || mean || hard time fit smaller specifications || friends sized guitar smaller fit well || edges catch completely terrible || classical guitar similarly sized soundhole wider fretboard edge soundhole || fit || cutting edges oport fretboard || main issue sound || yes || make sound fuller strumming || slightly || expense sustain harmonic || fingerpicking sound nice || guitar noticeably better bass notes || justify || simple bone saddle way better cost || thing found amazon stuff return brand brand || packaging mine slightly torn looked opened || matter || practical terms || sort item || guess amazon prices low good customer service return ||
128		120		5			works well axl || good quality price || snap large holds well || easy needed || rare remove strap button slides way || needed ||
129		121		5			day ready play show stuck hand pocket || pick || checked case || picks || minutes start find pick || luckily friend mine spare handed || touched || feel weird || played set absolutely loved || pick feels great hand plays well || time played pick flying fingers || home show jumped amazon ordered pack || love things ||
130		122		5			tuner easy || bought presents || price point unbeatable stellar performing tuner || tuner ||
131		94		2			title states || lightly padded bag || youre practice instructor || purchased reason || adult || careful || bag useless kids drop result damage || call dust rag || prevent guitar || dings || dent dirt || better gig bags price reason gave stars becuase dirt cheap price ||
132		123		5			produce great price good quality || size hold mandolin play ||
133		106		3			sampler pack good variety pick useful finding type picks useful playing guitar styles ||
134		124		5			sturdy great latches love handle comfortable carry nice big fits hand well || lot interior storage strat fits well secure inside || room inside strap cleaning cloth || picks set strings || old case fit boss tuner ensures thinner || lighter case || case well balanced guitar inside || purchase strat purchase case || great case || heavy duty || rugged || sturdy || holding well ||
96		125		4			based reviews || made purchase || great unit || sounds good loud || downsides || noise || live floor || long turn volume || acts radio || mean loud radio background couldnt ride || thing || depends people live || properly tuned || sounds strange makes lot noise || radio part || major issues || mini amp expect || mention expensive || recommend || way || unit battery ||
135		126		5			love mic indoor studio mic || location high level background noise picks lot extra noise || conditions quiet studio || mic rocks || clean || warm sound picks natural bass well || good vocals singing || instruments guitar piano || minor podcasting worked well || || mic || works nicely background noise || highly recommend price || decent hard case sweet shock mount || happy ||
136		127		5			alvarez acoustic guitar absolutely love || wanted || missed warmer tone body guitar slightly smaller assumed never tone wanted low end || compared bass body typical style guitar || friend recommended strings || mind || guitar short || gorgeous tone missed || set strings || hooked || thing heard strings arent durable strings || hasnt bothered || tend soft strum || possibility hasnt issue || make claim great experience || wholeheartedly recommend strings variation tone || fact easier fingers reason give || thumbs ||
137		128		3			recently ordered wide variety picks find best || sounded gel picks || || scratchy edges || experienced guitar player fine stage well ||
56		129		4			needed couple extra boom stands regular stand couple set pretty happy || taller || pretty good duty good job money || better bit extra || buy needed ||
138		130		3			love lot danelectro products || give works advertised || features good || true bypass requires wall plug || adjustments good || heres issue distortion crunchy || distorts || sound || depth || fine playing metal genres || play lot || ended switching overdrive behringer ||
